"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ModeloLogicoInformePatologicoR2BO","ModeloLogicoInformePatologicoR2BO.evaluacionPostNeoadyuvancia","ModeloLogicoInformePatologicoR2BO.evaluacionPostNeoadyuvancia","","","",0,1,"","","Y","string {[]} {[]}
","Tamaño de lecho tumoral (en dos ejes mayores, celularidad tumoral residual (porcentaje)","Tamaño de lecho tumoral (en dos ejes mayores, celularidad tumoral residual (porcentaje)","","","","","","","","","",,,,,"",,,,"ModeloLogicoInformePatologicoR2BO.evaluacionPostNeoadyuvancia",0,1,"",""
"ModeloLogicoInformePatologicoR2BO","ModeloLogicoInformePatologicoR2BO.conclusion","ModeloLogicoInformePatologicoR2BO.conclusion","","","",1,1,"","","Y","string {[]} {[]}
","Todo lo anterior constituye el diagnóstico anatomo patológico.","Todo lo anterior constituye el diagnóstico anatomo patológico.","","","","","","","","","",,,,,"",,,,"ModeloLogicoInformePatologicoR2BO.conclusion",1,1,"",""
"ModeloLogicoInformePatologicoR2BO","ModeloLogicoInformePatologicoR2BO.topografia","ModeloLogicoInformePatologicoR2BO.topografia","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","El código topográfico indica el lugar de origen de una neoplasia; en otras palabras, dónde se originó el tumor","El código topográfico indica el lugar de origen de una neoplasia; en otras palabras, dónde se originó el tumor","","","","","","","","","",,,,,"",,,,"ModeloLogicoInformePatologicoR2BO.topografia",1,1,"",""
"ModeloLogicoInformePatologicoR2BO","ModeloLogicoInformePatologicoR2BO.morfologia","ModeloLogicoInformePatologicoR2BO.morfologia","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","El código morfológico registra el tipo de célula que se ha transformado en neoplásica y su actividad biológica; en otras palabras, indica el tipo de tumor que se ha desarrollado y cuál es su comportamiento.","El código morfológico registra el tipo de célula que se ha transformado en neoplásica y su actividad biológica; en otras palabras, indica el tipo de tumor que se ha desarrollado y cuál es su comportamiento.","","","","","","","","","",,,,,"",,,,"ModeloLogicoInformePatologicoR2BO.morfologia",1,1,"",""
"ModeloLogicoInformePatologicoR2BO","ModeloLogicoInformePatologicoR2BO.comportamiento","ModeloLogicoInformePatologicoR2BO.comportamiento","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","El comportamiento de un tumor es la forma en la que actúa dentro del cuerpo. Corresponde al quinto dígito del código morfológico.","El comportamiento de un tumor es la forma en la que actúa dentro del cuerpo. Corresponde al quinto dígito del código morfológico.","","","","","","","","","",,,,,"",,,,"ModeloLogicoInformePatologicoR2BO.comportamiento",1,1,"",""
"ModeloLogicoInformePatologicoR2BO","ModeloLogicoInformePatologicoR2BO.gradoDiferenciacion","ModeloLogicoInformePatologicoR2BO.gradoDiferenciacion","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","La diferenciación describe la magnitud en la que un tumor recuerda al tejido normal en el que se originó.","La diferenciación describe la magnitud en la que un tumor recuerda al tejido normal en el que se originó.","","","","","","","","","",,,,,"",,,,"ModeloLogicoInformePatologicoR2BO.gradoDiferenciacion",1,1,"",""
"ModeloLogicoInformePatologicoR2BO","ModeloLogicoInformePatologicoR2BO.categoriaTNM","ModeloLogicoInformePatologicoR2BO.categoriaTNM","","","",0,1,"","","","BackboneElement {[]} {[]}
","Clasificación TNM","Clasificación TNM","","","","","","","","","",,,,,"",,,,"ModeloLogicoInformePatologicoR2BO.categoriaTNM",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ModeloLogicoInformePatologicoR2BO","ModeloLogicoInformePatologicoR2BO.categoriaTNM.id","ModeloLogicoInformePatologicoR2BO.categoriaTNM.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ModeloLogicoInformePatologicoR2BO","ModeloLogicoInformePatologicoR2BO.categoriaTNM.extension","ModeloLogicoInformePatologicoR2BO.categoriaTNM.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ModeloLogicoInformePatologicoR2BO","ModeloLogicoInformePatologicoR2BO.categoriaTNM.modifierExtension","ModeloLogicoInformePatologicoR2BO.categoriaTNM.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ModeloLogicoInformePatologicoR2BO","ModeloLogicoInformePatologicoR2BO.categoriaTNM.categoriaTumorPrimario","ModeloLogicoInformePatologicoR2BO.categoriaTNM.categoriaTumorPrimario","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Categoría del tumor primario","Categoría del tumor primario","","","","","","","","","",,,,,"",,,,"ModeloLogicoInformePatologicoR2BO.categoriaTNM.categoriaTumorPrimario",0,1,"",""
"ModeloLogicoInformePatologicoR2BO","ModeloLogicoInformePatologicoR2BO.categoriaTNM.categoriaNodosPrimario","ModeloLogicoInformePatologicoR2BO.categoriaTNM.categoriaNodosPrimario","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Categoría de los ganglios linfáticos regionales","Categoría de los ganglios linfáticos regionales","","","","","","","","","",,,,,"",,,,"ModeloLogicoInformePatologicoR2BO.categoriaTNM.categoriaNodosPrimario",0,1,"",""
"ModeloLogicoInformePatologicoR2BO","ModeloLogicoInformePatologicoR2BO.categoriaTNM.categoriaMetastasisPrimario","ModeloLogicoInformePatologicoR2BO.categoriaTNM.categoriaMetastasisPrimario","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Categoría de metástasis a distancia","Categoría de metástasis a distancia","","","","","","","","","",,,,,"",,,,"ModeloLogicoInformePatologicoR2BO.categoriaTNM.categoriaMetastasisPrimario",0,1,"",""
"ModeloLogicoPacienteR2BO","ModeloLogicoPacienteR2BO","ModeloLogicoPacienteR2BO","","","",0,*,"","","","null {[]} {[]}
","Modelo Logico De un Paciente del R2BO","Modelo lógico para el conjunto de datos mínimo de un paciente del R2BO.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ModeloLogicoPacienteR2BO","ModeloLogicoPacienteR2BO.nombres","ModeloLogicoPacienteR2BO.nombres","","","",1,1,"","","Y","HumanName {[]} {[]}
","El nombre de las personas naturales, es la designación que dan los padres o representantes legales al momento de realizar la inscripción de nacimiento en la oficina del SRCI.","El nombre de las personas naturales, es la designación que dan los padres o representantes legales al momento de realizar la inscripción de nacimiento en la oficina del SRCI.","","","","","","","","","",,,,,"",,,,"ModeloLogicoPacienteR2BO.nombres",1,1,"",""
"ModeloLogicoPacienteR2BO","ModeloLogicoPacienteR2BO.primerApellido","ModeloLogicoPacienteR2BO.primerApellido","","","",1,1,"","","Y","string {[]} {[]}
","El apellido distingue a la persona del resto de los integrantes de la sociedad y el nombre de pila, lo individualiza jurídicamente de los restantes hijos de los mismos padres.","El apellido distingue a la persona del resto de los integrantes de la sociedad y el nombre de pila, lo individualiza jurídicamente de los restantes hijos de los mismos padres.","","","","","","","","","",,,,,"",,,,"ModeloLogicoPacienteR2BO.primerApellido",1,1,"",""
"ModeloLogicoPacienteR2BO","ModeloLogicoPacienteR2BO.segundoApellido","ModeloLogicoPacienteR2BO.segundoApellido","","","",0,1,"","","Y","string {[]} {[]}
","El apellido distingue a la persona del resto de los integrantes de la sociedad y el nombre de pila, lo individualiza jurídicamente de los restantes hijos de los mismos padres.","El apellido distingue a la persona del resto de los integrantes de la sociedad y el nombre de pila, lo individualiza jurídicamente de los restantes hijos de los mismos padres.","","","","","","","","","",,,,,"",,,,"ModeloLogicoPacienteR2BO.segundoApellido",0,1,"",""
"ModeloLogicoPacienteR2BO","ModeloLogicoPacienteR2BO.tipoDeDocumento","ModeloLogicoPacienteR2BO.tipoDeDocumento","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","Identificar el tipo del documento de identidad, por el cual se va a identificar el paciente.","Identificar el tipo del documento de identidad, por el cual se va a identificar el paciente.","","","","","","","","","",,,,,"",,,,"ModeloLogicoPacienteR2BO.tipoDeDocumento",1,1,"",""
"ModeloLogicoPacienteR2BO","ModeloLogicoPacienteR2BO.numeroDeDocumento","ModeloLogicoPacienteR2BO.numeroDeDocumento","","","",1,1,"","","Y","string {[]} {[]}
","Número de documento de identidad del paciente.","Número de documento de identidad del paciente.","","","","","","","","","",,,,,"",,,,"ModeloLogicoPacienteR2BO.numeroDeDocumento",1,1,"",""
"ModeloLogicoPacienteR2BO","ModeloLogicoPacienteR2BO.run","ModeloLogicoPacienteR2BO.run","","","",0,1,"","","Y","string {[]} {[]}
","El RUN es el n° de identificación que entrega la mayor credibilidad para la individualización inequívoca de las personas y se debe utilizar en todas las personas que lo poseen. En Chile es único, irrepetible e intransferible que posee todo chileno resida o no en Chile.","El RUN es el n° de identificación que entrega la mayor credibilidad para la individualización inequívoca de las personas y se debe utilizar en todas las personas que lo poseen. En Chile es único, irrepetible e intransferible que posee todo chileno resida o no en Chile.","","","","","","","","","",,,,,"",,,,"ModeloLogicoPacienteR2BO.run",0,1,"",""
"ModeloLogicoPacienteR2BO","ModeloLogicoPacienteR2BO.digitoVerificador","ModeloLogicoPacienteR2BO.digitoVerificador","","","",0,1,"","","Y","string {[]} {[]}
","Parte de la estructura del RUN y debe permitir valor numérico, incluído el cero y la letra k mayúscula o minúscula.","Parte de la estructura del RUN y debe permitir valor numérico, incluído el cero y la letra k mayúscula o minúscula.","","","","","","","","","",,,,,"",,,,"ModeloLogicoPacienteR2BO.digitoVerificador",0,1,"",""
"ModeloLogicoPacienteR2BO","ModeloLogicoPacienteR2BO.runProvisorio","ModeloLogicoPacienteR2BO.runProvisorio","","","",0,1,"","","Y","string {[]} {[]}
","Es el documento entregado de forma provisoria, por una entidad publica chilena.","Es el documento entregado de forma provisoria, por una entidad publica chilena.","","","","","","","","","",,,,,"",,,,"ModeloLogicoPacienteR2BO.runProvisorio",0,1,"",""
"ModeloLogicoPacienteR2BO","ModeloLogicoPacienteR2BO.dni","ModeloLogicoPacienteR2BO.dni","","","",0,1,"","","Y","string {[]} {[]}
","Es el numero de documento de identificacion de un extranjero, documento entregado en el país de origen","Es el numero de documento de identificacion de un extranjero, documento entregado en el país de origen","","","","","","","","","",,,,,"",,,,"ModeloLogicoPacienteR2BO.dni",0,1,"",""
